Fecha,Id,Jugador,Pareja,Equipo,Jugados,Ganados ,Puntos,Partida,Doble
5/23/2025,4,Jerry,Rober,Rober / Jerry,1,0,-1,45,2
5/23/2025,5,Piztache,Kilo,Kilo / Piztache,1,1,1,46,2
5/23/2025,5,Jerry,Rober,Rober / Jerry,1,0,-1,46,2
5/23/2025,6,Jerry,Rober,Rober / Jerry,1,1,2,47,2
5/23/2025,6,Piztache,Kilo,Kilo / Piztache,1,0,-2,47,2
5/23/2025,7,Kilo,Jerry,Jerry / Kilo,1,1,1,48,2
5/23/2025,7,Piztache,Rober,Rober / Piztache,1,0,-1,48,2
5/23/2025,8,Kilo,Rober,Rober / Kilo,1,1,1,49,2
5/23/2025,8,Piztache,Jerry,Jerry / Piztache,1,0,-1,49,2
5/23/2025,9,Kilo,Rober,Rober / Kilo,1,1,2,50,2
5/23/2025,9,Piztache,Jerry,Jerry / Piztache,1,0,-2,50,2
5/23/2025,10,Kilo,Rober,Rober / Kilo,1,1,2,51,2
5/23/2025,10,Piztache,Jerry,Jerry / Piztache,1,0,-2,51,2
5/23/2025,11,Jerry,Rober,Rober / Jerry,1,1,1,52,2
5/23/2025,11,Piztache,Kilo,Kilo / Piztache,1,0,-1,52,2
5/30/2025,1,Kilo,Jerry,Jerry / Kilo,1,1,1,55,2
5/30/2025,1,Piztache,Jorge,Jorge / Piztache,1,0,-1,55,2
5/30/2025,2,Jorge,Jerry,Jerry / Jorge,1,1,2,56,2
5/30/2025,2,Piztache,Kilo,Kilo / Piztache,1,0,-2,56,2
5/30/2025,3,Piztache,Kilo,Kilo / Piztache,1,1,2,57,2
5/30/2025,3,Jorge,Jerry,Jerry / Jorge,1,0,-2,57,2
5/30/2025,4,Kilo,Jorge,Jorge / Kilo,1,1,1,58,2
5/30/2025,4,Piztache,Jerry,Jerry / Piztache,1,0,-1,58,2
5/30/2025,5,Piztache,Jorge,Jorge / Piztache,1,1,4,59,2
5/30/2025,5,Kilo,Jerry,Jerry / Kilo,1,0,-4,59,2
6/13/2025,1,Kilo,Rober,Rober / Kilo,1,1,3,62,2
6/13/2025,1,Piztache,Jerry,Jerry / Piztache,1,0,-3,62,2
6/13/2025,2,Piztache,Jorge,Jorge / Piztache,1,1,5,63,2
6/13/2025,2,Kilo,Jerry,Jerry / Kilo,1,0,-5,63,2
6/13/2025,3,Kilo,Rober,Rober / Kilo,1,1,1,64,2
6/13/2025,3,Jorge,Jerry,Jerry / Jorge,1,0,-1,64,2
6/13/2025,4,Jorge,Jerry,Jerry / Jorge,1,1,1,65,2
6/13/2025,4,Piztache,Kilo,Kilo / Piztache,1,0,-1,65,2
6/13/2025,5,Jorge,Jerry,Jerry / Jorge,1,1,1,66,2
6/13/2025,5,Piztache,Kilo,Kilo / Piztache,1,0,-1,66,2
6/13/2025,6,Kilo,Jerry,Jerry / Kilo,1,1,1,67,2
6/13/2025,6,Piztache,Jorge,Jorge / Piztache,1,0,-1,67,2
6/13/2025,7,Jerry,Rober,Rober / Jerry,1,1,1,68,2
6/13/2025,7,Piztache,Kilo,Kilo / Piztache,1,0,-1,68,2
