Fecha,Id,Jugador,Pareja,Equipo,Jugados,Ganados ,Puntos,Partida,Doble
11/14/2025,3,Jerry,Piztache,Jerry / Piztache,1,1,2,44,1
11/14/2025,3,Jorge,Kilo,Jorge / Kilo,1,0,-2,44,1
11/14/2025,4,Jorge,Kilo,Jorge / Kilo,1,1,3,45,1
11/14/2025,4,Jerry,Piztache,Jerry / Piztache,1,0,-3,45,1
11/14/2025,5,Jorge,Kilo,Jorge / Kilo,1,1,1,46,1
11/14/2025,5,Jerry,Piztache,Jerry / Piztache,1,0,-1,46,1
11/14/2025,6,Kilo,Piztache,Kilo / Piztache,1,1,6,47,1
11/14/2025,6,Jerry,Jorge,Jerry / Jorge,1,0,-6,47,1
11/14/2025,7,Jorge,Piztache,Jorge / Piztache,1,1,2,48,1
11/14/2025,7,Jerry,Kilo,Jerry / Kilo,1,0,-2,48,1
11/14/2025,8,Jerry,Kilo,Jerry / Kilo,1,1,2,49,1
11/14/2025,8,Jorge,Piztache,Jorge / Piztache,1,0,-2,49,1
11/21/2025,1,Jerry,Kilo,Jerry / Kilo,1,1,2,52,1
11/21/2025,1,Jorge,Piztache,Jorge / Piztache,1,0,-2,52,1
11/21/2025,2,Jerry,Jorge,Jerry / Jorge,1,1,2,53,1
11/21/2025,2,Kilo,Piztache,Kilo / Piztache,1,0,-2,53,1
11/21/2025,3,Jerry,Jorge,Jerry / Jorge,1,1,6,54,1
11/21/2025,3,Kilo,Piztache,Kilo / Piztache,1,0,-6,54,1
11/21/2025,4,Rober,Jorge,Rober / Jorge,1,1,2,55,1
11/21/2025,4,Jerry,Kilo,Jerry / Kilo,1,0,-2,55,1
11/21/2025,5,Kilo,Piztache,Kilo / Piztache,1,1,1,56,1
11/21/2025,5,Rober,Jorge,Rober / Jorge,1,0,-1,56,1
11/21/2025,6,Jorge,Kilo,Jorge / Kilo,1,1,1,57,1
11/21/2025,6,Jerry,Piztache,Jerry / Piztache,1,0,-1,57,1
11/21/2025,7,Kilo,Piztache,Kilo / Piztache,1,1,4,58,1
11/21/2025,7,Jerry,Jorge,Jerry / Jorge,1,0,-4,58,1
12/5/2025,1,Jerry,Jorge,Jerry / Jorge,1,1,4,61,1
12/5/2025,1,Rober,Kilo,Rober / Kilo,1,0,-4,61,1
12/5/2025,2,Jerry,Jorge,Jerry / Jorge,1,1,2,62,1
12/5/2025,2,Rober,Kilo,Rober / Kilo,1,0,-2,62,1
