Fecha,Id,Jugador,Pareja,Equipo,Jugados,Ganados ,Puntos,Partida,Doble
2/28/2025,8,Piztache,Jorge,Jorge / Piztache,1,0,-1,87,2
2/28/2025,8,Jerry,Rober,Rober / Jerry,1,1,1,87,2
2/28/2025,9,Kilo,Jorge,Jorge / Kilo,1,1,3,88,2
2/28/2025,9,Jerry,Rober,Rober / Jerry,1,0,-3,88,2
2/28/2025,10,Jorge,Jerry,Jerry / Jorge,1,1,1,89,2
2/28/2025,10,Piztache,Kilo,Kilo / Piztache,1,0,-1,89,2
2/28/2025,11,Kilo,Jerry,Jerry / Kilo,1,1,3,90,2
2/28/2025,11,Jorge,Rober,Rober / Jorge,1,0,-3,90,2
3/14/2025,1,Kilo,Jerry,Jerry / Kilo,1,0,-1,93,2
3/14/2025,1,Piztache,Jorge,Jorge / Piztache,1,1,1,93,2
3/14/2025,2,Jorge,Jerry,Jerry / Jorge,1,1,2,94,2
3/14/2025,2,Piztache,Kilo,Kilo / Piztache,1,0,-2,94,2
3/14/2025,3,Kilo,Jerry,Jerry / Kilo,1,1,3,95,2
3/14/2025,3,Piztache,Jorge,Jorge / Piztache,1,0,-3,95,2
3/14/2025,4,Jorge,Jerry,Jerry / Jorge,1,1,2,96,2
3/14/2025,4,Piztache,Kilo,Kilo / Piztache,1,0,-2,96,2
3/14/2025,5,Kilo,Jerry,Jerry / Kilo,1,1,2,97,2
3/14/2025,5,Piztache,Jorge,Jorge / Piztache,1,0,-2,97,2
3/14/2025,6,Piztache,Jerry,Jerry / Piztache,1,1,8,98,2
3/14/2025,6,Kilo,Jorge,Jorge / Kilo,1,0,-8,98,2
3/14/2025,7,Kilo,Jerry,Jerry / Kilo,1,1,3,99,2
3/14/2025,7,Piztache,Jorge,Jorge / Piztache,1,0,-3,99,2
3/14/2025,8,Piztache,Jerry,Jerry / Piztache,1,0,-2,100,2
3/14/2025,8,Kilo,Jorge,Jorge / Kilo,1,1,2,100,2
3/14/2025,9,Jorge,Jerry,Jerry / Jorge,1,0,-3,101,2
3/14/2025,9,Piztache,Kilo,Kilo / Piztache,1,1,3,101,2
3/14/2025,10,Jorge,Jerry,Jerry / Jorge,1,0,-1,102,2
3/14/2025,10,Piztache,Kilo,Kilo / Piztache,1,1,1,102,2
3/21/2025,1,Piztache,Kilo,Kilo / Piztache,1,0,-2,105,2
3/21/2025,1,Jerry,Rober,Rober / Jerry,1,1,2,105,2
3/21/2025,2,Jorge,Jerry,Jerry / Jorge,1,0,-1,106,2
3/21/2025,2,Kilo,Rober,Rober / Kilo,1,1,1,106,2
3/21/2025,3,Piztache,Jorge,Jorge / Piztache,1,0,-2,107,2
3/21/2025,3,Kilo,Rober,Rober / Kilo,1,1,2,107,2
3/21/2025,4,Piztache,Jerry,Jerry / Piztache,1,1,2,108,2
3/21/2025,4,Kilo,Rober,Rober / Kilo,1,0,-2,108,2
3/21/2025,5,Jorge,Jerry,Jerry / Jorge,1,0,-1,109,2
3/21/2025,5,Piztache,Kilo,Kilo / Piztache,1,1,1,109,2
3/21/2025,6,Piztache,Kilo,Kilo / Piztache,1,1,1,110,2
3/21/2025,6,Jerry,Rober,Rober / Jerry,1,0,-1,110,2
3/21/2025,7,Jorge,Jerry,Jerry / Jorge,1,0,-1,111,2
3/21/2025,7,Piztache,Rober,Rober / Piztache,1,1,1,111,2
3/21/2025,8,Kilo,Jorge,Jorge / Kilo,1,0,-1,112,2
3/21/2025,8,Jerry,Rober,Rober / Jerry,1,1,1,112,2
3/21/2025,9,Kilo,Jorge,Jorge / Kilo,1,1,2,113,2
3/21/2025,9,Jerry,Rober,Rober / Jerry,1,0,-2,113,2
3/21/2025,10,Kilo,Jorge,Jorge / Kilo,1,1,2,114,2
3/21/2025,10,Jerry,Rober,Rober / Jerry,1,0,-2,114,2
3/28/2025,1,Piztache,Jerry,Jerry / Piztache,1,0,-1,117,2
3/28/2025,1,Kilo,Jorge,Jorge / Kilo,1,1,1,117,2
3/28/2025,2,Piztache,Jerry,Jerry / Piztache,1,1,3,118,2
3/28/2025,2,Kilo,Jorge,Jorge / Kilo,1,0,-3,118,2
3/28/2025,3,Kilo,Jerry,Jerry / Kilo,1,1,2,119,2
3/28/2025,3,Piztache,Jorge,Jorge / Piztache,1,0,-2,119,2
3/28/2025,4,Kilo,Jerry,Jerry / Kilo,1,1,2,120,2
3/28/2025,4,Piztache,Jorge,Jorge / Piztache,1,0,-2,120,2
3/28/2025,5,Jorge,Jerry,Jerry / Jorge,1,0,-2,121,2
3/28/2025,5,Piztache,Kilo,Kilo / Piztache,1,1,2,121,2
3/28/2025,6,Piztache,Jerry,Jerry / Piztache,1,1,1,122,2
3/28/2025,6,Kilo,Jorge,Jorge / Kilo,1,0,-1,122,2
3/28/2025,7,Jorge,Jerry,Jerry / Jorge,1,0,-6,123,2
3/28/2025,7,Piztache,Kilo,Kilo / Piztache,1,1,6,123,2
4/4/2025,1,Piztache,Kilo,Kilo / Piztache,1,0,-3,126,2
4/4/2025,1,Jerry,Rober,Rober / Jerry,1,1,3,126,2
4/4/2025,2,Piztache,Jerry,Jerry / Piztache,1,1,1,127,2
4/4/2025,2,Kilo,Rober,Rober / Kilo,1,0,-1,127,2
